岗位,薪水,学历要求,实习时长,上班地点,职责,要求,是否提供转正机会
Java开发实习生,80-100/天,大专,实习3个月,成都,1、参与项目系统设计，完成软件项目的程序开发工作；2、负责产品需求分析、设计和文档编写；3、根据产品需求和设计进行软件开发；4、完成直接上级交办的其他工作任务,"1、有一定JAVA基础，拥有良好的编程习惯；2、 熟练掌握spring cloud,springboot，Zookeeper，redis，MQ，mybatis；3、 熟练处理xml，json数据，熟悉mysql关系型数据库；4、 具有良好的团队精神，学习能力强；5、 较强的逻辑思维能力，善于分析、归纳、快速定位并解决问题","1、有一定JAVA基础，拥有良好的编程习惯；2、 熟练掌握spring cloud,springboot，Zookeeper，redis，MQ，mybatis；3、 熟练处理xml，json数据，熟悉mysql关系型数据库；4、 具有良好的团队精神，学习能力强；5、 较强的逻辑思维能力，善于分析、归纳、快速定位并解决问题"
java开发工程师,150-250/天,不限,实习3个月,广州,,,
Java开发实习生,100-120/天,大专,实习12个月,广州,】 1、负责公司系统及应用软件的模块设计、开发,】 1、2021届应届毕业生，大专及以上学历，计算机软件、通讯相关专业； 2、有扎实的Java语言基础； 3、有oracle/mysql数据库使用经验； 4、掌握常用的设计模式，对Linux操作系统，网络通讯技术有深入了解； 5、性格开朗，学习及语言表达能力强，善于与人沟通、交流 ,】 1、2021届应届毕业生，大专及以上学历，计算机软件、通讯相关专业； 2、有扎实的Java语言基础； 3、有oracle/mysql数据库使用经验； 4、掌握常用的设计模式，对Linux操作系统，网络通讯技术有深入了解； 5、性格开朗，学习及语言表达能力强，善于与人沟通、交流 
JAVA开发实习生,120-150/天,本科,实习3个月,南京,,[],[]
java开发实习生,150-200/天,大专,实习3个月,成都,,,
java开发实习生,100-150/天,本科,实习6个月,成都,,"：1、计算机及相关专业本科以上学历学生；2、熟悉JavaEE相关技术，熟悉Spring,iBatis，Struts等开源框架；3、熟练应用tomcat、mysql、oracle、sqlserver等；4、有良好的、高效的工作习惯，愿意通过提高工作效率的方式来完成工作任务","：1、计算机及相关专业本科以上学历学生；2、熟悉JavaEE相关技术，熟悉Spring,iBatis，Struts等开源框架；3、熟练应用tomcat、mysql、oracle、sqlserver等；4、有良好的、高效的工作习惯，愿意通过提高工作效率的方式来完成工作任务"
Java开发工程师,150-200/天,本科,实习6个月,杭州,,：1.JAVA基础扎实；熟悉Linux操作系统；熟悉Shell/Python等脚本语言；2.理解分布式算法和分布式系统设计原理；有分布式系统项目开发经验者优先；3.计算机相关专业，本科及以上学历，为人踏实，有责任心，有独立完成任务的能力；4.对业界新技术敏感，喜欢钻研，具有良好的学习能力并注重团队合作,：1.JAVA基础扎实；熟悉Linux操作系统；熟悉Shell/Python等脚本语言；2.理解分布式算法和分布式系统设计原理；有分布式系统项目开发经验者优先；3.计算机相关专业，本科及以上学历，为人踏实，有责任心，有独立完成任务的能力；4.对业界新技术敏感，喜欢钻研，具有良好的学习能力并注重团队合作
java开发实习生,100-180/天,硕士,实习3个月,武汉,,,
Java开发实习生,120-180/天,本科,实习6个月,南昌,】1、负责应用软件的模块设计、开发及交付。2、负责程序开发自测及文档说明编写；3、协助完成代码审核、Bug修复等其他工作。【职位要求】1、2023届应届毕业生，本科及以上学历，计算机软件、通讯相关专业；2、有扎实的Java语言基础；3、有oracle/mysql数据库使用经验；4、掌握常用的设计模式，对Linux操作系统，网络通讯技术有深入了解；5、性格开朗，学习及语言表达能力强，善于与人沟通、交流 ,】1、2023届应届毕业生，本科及以上学历，计算机软件、通讯相关专业；2、有扎实的Java语言基础；3、有oracle/mysql数据库使用经验；4、掌握常用的设计模式，对Linux操作系统，网络通讯技术有深入了解；5、性格开朗，学习及语言表达能力强，善于与人沟通、交流 ,】1、2023届应届毕业生，本科及以上学历，计算机软件、通讯相关专业；2、有扎实的Java语言基础；3、有oracle/mysql数据库使用经验；4、掌握常用的设计模式，对Linux操作系统，网络通讯技术有深入了解；5、性格开朗，学习及语言表达能力强，善于与人沟通、交流 
Java开发实习生,150-200/天,本科,实习3个月,长沙,,：1、计算机或相关专业本科以上学历,：1、计算机或相关专业本科以上学历
Java开发实习生,120/天,本科,实习12个月,东莞,,：1、计算机相关专业，2023年应届毕业生；2、熟悉Java开发、Java的核心语法，了解J2EE设计模式，熟悉面向对象的分析设计和工具；3、熟悉SQL语句，熟悉ORACLE或MS SQL SERVER数据库，熟悉微服务架构优先；4、较好的沟通表达能力，能主动学习,：1、计算机相关专业，2023年应届毕业生；2、熟悉Java开发、Java的核心语法，了解J2EE设计模式，熟悉面向对象的分析设计和工具；3、熟悉SQL语句，熟悉ORACLE或MS SQL SERVER数据库，熟悉微服务架构优先；4、较好的沟通表达能力，能主动学习
Java开发-上海,200-300/天,本科,实习3个月,上海,】1.完成相关平台的设计、开发工作；2.参与与产品经理、需求分析关于需求实现的讨论与工作量评估；3.保证代码质量和执行效率，保持平台的稳定性,[],[]
java开发实习生,100-200/天,本科,实习6个月,重庆,,[],[]
Java开发实习生,120-150/天,本科,实习6个月,郑州,,,
Java开发工程师,200-300/天,大专,实习12个月,成都,： 1、根据设计文档或需求说明协助完成代码编写，系统联调，和维护； 2、协助分析并解决软件开发过程中的问题； 3、配合产品经理和项目经理完成相关任务目标；  岗位要求： 1、大专及以上学历； 2、良好的文档撰写习惯，良好的文字表达能力,： 1、大专及以上学历； 2、良好的文档撰写习惯，良好的文字表达能力,： 1、大专及以上学历； 2、良好的文档撰写习惯，良好的文字表达能力
Java开发工程师,200-300/天,大专,实习3个月,成都,,"：1.专科及以上学历，计算机及其相关专业,1年以上工作经验；2.熟练掌握java基础、设计模式、微服务框架、了解JVM原理,对jvm的性能优化有深入的理解者优先；3.熟练掌握Spring、Spring Boot、Spring cloud、Spring MVC、Hiberate、Mybatis等开源框架；4.熟悉Redis ，MQ 了解Linux相关操作；5.熟悉主流数据库，如Oracle、MYSQL,MongoDB等，有SQL调优经验；6.具有较强的沟通表达能力，责任心强，能独立分析和解决问题，有团队协作精神、团队意识以及开放性思维，具有较高的抗压能力； 福利待遇（一）假期1、双休，实行5天工作制，9:00-17:30；2、享受国家规定的法定节假日；3、带薪年假、产假、婚假等","：1.专科及以上学历，计算机及其相关专业,1年以上工作经验；2.熟练掌握java基础、设计模式、微服务框架、了解JVM原理,对jvm的性能优化有深入的理解者优先；3.熟练掌握Spring、Spring Boot、Spring cloud、Spring MVC、Hiberate、Mybatis等开源框架；4.熟悉Redis ，MQ 了解Linux相关操作；5.熟悉主流数据库，如Oracle、MYSQL,MongoDB等，有SQL调优经验；6.具有较强的沟通表达能力，责任心强，能独立分析和解决问题，有团队协作精神、团队意识以及开放性思维，具有较高的抗压能力； 福利待遇（一）假期1、双休，实行5天工作制，9:00-17:30；2、享受国家规定的法定节假日；3、带薪年假、产假、婚假等"
Java开发实习生,150-200/天,大专,实习3个月,贵阳,,"1.计算机相关专业； 2.熟悉java，熟悉spring,hibernate等开源主流java web框架；3.熟悉mysql数据库；4.熟悉linux系统，熟悉nginx、tomcat、jetty&semi;5.对网络，linux系统以及数据库特别是mysql（其中一种）有深入了解优先","1.计算机相关专业； 2.熟悉java，熟悉spring,hibernate等开源主流java web框架；3.熟悉mysql数据库；4.熟悉linux系统，熟悉nginx、tomcat、jetty&semi;5.对网络，linux系统以及数据库特别是mysql（其中一种）有深入了解优先"
java开发实习生,120-150/天,本科,实习3个月,深圳,：负责政府软件软件和系统管理软件的现场实施，负责软件的安装部署，解答软件使用过程中客户提出的问题，指导客户顺利完成项目交付,,
java开发工程师,100-200/天,大专,实习3个月,武汉,1、系统开发的分析、设计、实现及优化；2、技术选型、代码的编写及技术问题编写,,
Java开发实习生,150-200/天,硕士,实习6个月,北京,：  1、负责公司后端模块开发和维护；  2、负责业务需求和功能实现的沟通，完成模块设计、开发、测试、修改 bug 等工作；  3、编写高质量代码，保证上线产品能稳定运行；  4、编写技术文档；  5、领导交代的其他工作,[],[]
Java开发-实习生,150-200/天,大专,实习4个月,北京,"：1、完成软件系统代码的实现，编写代码注释和开发文档；2、辅助进行系统的功能定义,程序设计；3、根据设计文档或需求说明完成代码编写，调试，测试和维护；4、分析并解决软件开发过程中的问题；5、协助测试工程师制定测试计划，定位发现的问题；6、配合项目经理完成相关任务目标","2023届；2、熟悉计算机基本知识，掌握数据结构、算法、操作系统原理相关知识；3、了解J2EE技术；熟悉JSP/JavaBean/Servlet/ HTML技术的WEB开发；4、熟悉HTTP协议及W3C相关互联网规范，掌握Javascript、CSS页面技术；5、掌握Oracle、MySQL等数据库开发技术；6、熟悉Hibernate，Spring，SpringMVC，IBatis等至少二种WEB框架；7、至少熟悉一种前端框架如 JQuery，Vue，RectJS，AngularJS8、熟悉 spring boot，spring cloud ,mq ,redis9、了解软件工程概念和软件开发流程，能够使用SVN，Git，maven等项目管理工具","2023届；2、熟悉计算机基本知识，掌握数据结构、算法、操作系统原理相关知识；3、了解J2EE技术；熟悉JSP/JavaBean/Servlet/ HTML技术的WEB开发；4、熟悉HTTP协议及W3C相关互联网规范，掌握Javascript、CSS页面技术；5、掌握Oracle、MySQL等数据库开发技术；6、熟悉Hibernate，Spring，SpringMVC，IBatis等至少二种WEB框架；7、至少熟悉一种前端框架如 JQuery，Vue，RectJS，AngularJS8、熟悉 spring boot，spring cloud ,mq ,redis9、了解软件工程概念和软件开发流程，能够使用SVN，Git，maven等项目管理工具"
Java开发实习生,150-300/天,大专,实习5个月,南京,,,
Java开发实习生,150-250/天,大专,实习6个月,南京, 1. 根据实际业务进行项目的分析 2. 参与团队完成系统或模块的设计、开发工作 3. 能够与其他同事沟通，共同完成相应系统或模块的设计、开发工作 4. 对系统原有功能进行优化或重新设计、开发 5. 对系统功能进行测试   任职要求： 1、大专及以上学历，计算机相关专业； 2、有软件开发基础，愿意深入java软件开发并长期从事； 3、学习能力强，有较强的沟通能力，逻辑分析能力，能够理解以及处理复杂逻辑,： 1、大专及以上学历，计算机相关专业； 2、有软件开发基础，愿意深入java软件开发并长期从事； 3、学习能力强，有较强的沟通能力，逻辑分析能力，能够理解以及处理复杂逻辑,： 1、大专及以上学历，计算机相关专业； 2、有软件开发基础，愿意深入java软件开发并长期从事； 3、学习能力强，有较强的沟通能力，逻辑分析能力，能够理解以及处理复杂逻辑
Java开发实习生,150-200/天,本科,实习3个月,北京,】： 1. 参与交易平台及相关系统的研发； 2. 参与核心业务模块的设计及实现,】：  1. 全日制统招本科以上学历，计算机及相关专业，大三或研二优先； 2. 扎实的java基础，理解IO、多线程、集合等基础框架，了解JVM原理，了解spring boot/ spring cloud； 3. 对数据库的基本理论和内部实现机制理解，能够熟练应用MySQL，掌握redis； 4. 具有良好的逻辑思维能力，熟悉业务抽象和数据模型设计；  5. 强烈的上进心和求知欲，善于学习和运用新知识，有较强的团队意识和执行力,】：  1. 全日制统招本科以上学历，计算机及相关专业，大三或研二优先； 2. 扎实的java基础，理解IO、多线程、集合等基础框架，了解JVM原理，了解spring boot/ spring cloud； 3. 对数据库的基本理论和内部实现机制理解，能够熟练应用MySQL，掌握redis； 4. 具有良好的逻辑思维能力，熟悉业务抽象和数据模型设计；  5. 强烈的上进心和求知欲，善于学习和运用新知识，有较强的团队意识和执行力
java研发实习生,180-250/天,本科,实习6个月,无锡,,,
Java开发实习生,120-180/天,本科,实习3个月,南京,"； 1、独立负责Java应用开发或Java Web应用开发，熟悉Servlet；2、了解JSP页面，了解js脚本；3、熟悉linux下的脚本语言使用；4、负责使用关系数据库（PostgreSQL,Mysql,Oracle等）；4、负责软件开发过程，能够独立完成设计文档； 任职资格：1、正规统招本科院校毕业，计算机相关专业；2、具备良好的文字、语言表达能力和文档编写习惯，较强的学习能力和团队合作精神；3、有实际项目开发经验者优先考虑",[],[]
Java开发实习生,100-120/天,本科,实习4个月,广州,：1、参与代步车核心系统的开发、实施和维护，在计划周期内开发并交付产品； 2、参与项目文档撰写； 3、参与并完成其他软件项目开发的相关工作； 4、按时完成领导交办的其他任务,：1、统招本科及以上学历，计算机相关专业，对所学课程有较好掌握； 2、熟悉java主流开源架构及相关技术，熟悉oracle数据库理论及SQL语言，熟悉主流的后台开发框架及技术； 3、逻辑思维能力强，有较强的学习能力，较强的学习和工作主动性； 4、实习期间要求至少3*8小时工作时间保证； 5、认真负责，能够承受一定的工作压力； 6、具备良好的团队意识和协作精神,：1、统招本科及以上学历，计算机相关专业，对所学课程有较好掌握； 2、熟悉java主流开源架构及相关技术，熟悉oracle数据库理论及SQL语言，熟悉主流的后台开发框架及技术； 3、逻辑思维能力强，有较强的学习能力，较强的学习和工作主动性； 4、实习期间要求至少3*8小时工作时间保证； 5、认真负责，能够承受一定的工作压力； 6、具备良好的团队意识和协作精神
JAVA程序员-实习生,120-150/天,本科,实习6个月,南昌,： 1、服从团队统一安排，与同事工作相处融洽,：  1、本科及以上学历，计算机、通信、电子工程等相关专业； 2022年毕业,：  1、本科及以上学历，计算机、通信、电子工程等相关专业； 2022年毕业
Java开发实习生,150-250/天,不限,实习3个月,全国,,,
编程实习生（Java）,150-200/天,本科,实习6个月,上海,,实习时间6个月左右、每周至少4天以上专业/学历要求：计算机专业优先考虑技能要求：熟悉日常办公软件操作，Excel熟练；java/python；软性要求：良好的沟通能力及抗压能力，较强的学习理解能力,实习时间6个月左右、每周至少4天以上专业/学历要求：计算机专业优先考虑技能要求：熟悉日常办公软件操作，Excel熟练；java/python；软性要求：良好的沟通能力及抗压能力，较强的学习理解能力
Java开发工程师,800-1000/天,本科,实习3个月,北京,,】1.有学生会社团经验者优先，接受应届生； 2.Java底层知识扎实&semi;3.负责SSH、SSM框架开发； 3.按要求完成MySQL数据库开发； 4. 逻辑思维能力强者优先； 5. 积极主动，能承受压力，良好的团队意识，工作仔细，责任心强； 6.能吃苦，富远见，想锻炼提升自我能力者,】1.有学生会社团经验者优先，接受应届生； 2.Java底层知识扎实&semi;3.负责SSH、SSM框架开发； 3.按要求完成MySQL数据库开发； 4. 逻辑思维能力强者优先； 5. 积极主动，能承受压力，良好的团队意识，工作仔细，责任心强； 6.能吃苦，富远见，想锻炼提升自我能力者
Java开发实习生,150-200/天,本科,实习6个月,杭州,,,
Java开发实习生,120-200/天,本科,实习6个月,全国,】1、负责应用软件的模块设计、开发及交付；2、负责程序开发自测及文档说明编写；3、协助完成代码审核、Bug修复等其他工作,】1、2023届应届毕业生，本科及以上学历，计算机软件、通讯相关专业；2、有扎实的Java语言基础；3、有oracle/mysql数据库使用经验；4、掌握常用的设计模式，对Linux操作系统，网络通讯技术有深入了解；5、性格开朗，学习及语言表达能力强，善于与人沟通、交流 ,】1、2023届应届毕业生，本科及以上学历，计算机软件、通讯相关专业；2、有扎实的Java语言基础；3、有oracle/mysql数据库使用经验；4、掌握常用的设计模式，对Linux操作系统，网络通讯技术有深入了解；5、性格开朗，学习及语言表达能力强，善于与人沟通、交流 
JAVA开发工程师,300-500/天,不限,实习3个月,全国,】: 你可以参与产品的开发和维护，完成从需求到设计、开发和上线等整个项目周期内的工作； 如果你对数据敏感，你可以参与海量数据处理和开发，通过sql、pl/sql、java进行etl程序开发，满足商业上对数据的开发需求； 如果你热衷于客户端开发，你可以参与为用户提供丰富而有价值的桌面或无线软件产品,,
JAVA开发工程师,200-250/天,本科,实习4个月,杭州,】: 你可以参与产品的开发和维护，完成从需求到设计、开发和上线等整个项目周期内的工作； 如果你对数据敏感，你可以参与海量数据处理和开发，通过sql、pl/sql、java进行etl程序开发，满足商业上对数据的开发需求； 如果你热衷于客户端开发，你可以参与为用户提供丰富而有价值的桌面或无线软件产品,,
Java开发实习生,100-180/天,本科,实习3个月,全国,,[],[]
java开发实习生,150-180/天,本科,实习6个月,西安,,"1.全日制本科以上学历，计算机、通信工程相关专业；2.熟悉Java,熟悉java开发环境,了解软件开发流程、规范&semi;3.熟悉至少一种数据库，如Mysql、Oracle；4.熟悉linux开发环境者优先；5.985/211、双一流高校计算机专业优先","1.全日制本科以上学历，计算机、通信工程相关专业；2.熟悉Java,熟悉java开发环境,了解软件开发流程、规范&semi;3.熟悉至少一种数据库，如Mysql、Oracle；4.熟悉linux开发环境者优先；5.985/211、双一流高校计算机专业优先"
JAVA开发工程师,200-300/天,本科,实习6个月,上海,,,
Java开发工程师,100-150/天,本科,实习3个月,福州,】 1、负责后台和接口的开发，数据库设计；2、以身作则，按要求协助上级完成相关开发工作及相关技术文档编写；3、对自己的开发任务出现的问题必须及时做出修改。【岗位要求】  1、本科及以上学历；2、熟练使用IDEA、GIT，gradle等常用开发工具和源码管理工具；3、熟悉Java web开发，熟悉HTML 以及 对CSS、JavaScript有一定了解；4、掌握Spring、SpringMVC、Hibernate JPA；5、熟练SQL掌握，熟练使用Mysql数据库以及Redis，了解原理者更佳；6、熟悉面向对象，IO，多线程，网络等Java基础技术；7、有1个以上独立完成网站或后台服务器开发，数据库搭建的经验优先；8、熟悉不同浏览器之间的兼容性情况，了解浏览器的运行条件，熟悉在浏览器中的调试；9、编码习惯良好，代码质量高，能够充分考虑性能，容错，稳定等非功能因素,协助上级完成相关开发工作及相关技术文档编写；3、对自己的开发任务出现的问题必须及时做出修改,协助上级完成相关开发工作及相关技术文档编写；3、对自己的开发任务出现的问题必须及时做出修改
Java开发工程师,200-300/天,本科,实习3个月,西安,,[],[]
Java开发工程师,150-300/天,不限,实习3个月,全国,,1、熟练掌握Java编程语言，熟悉Linux开发环境；2、熟悉Web服务开发，了解Web服务框架，了解Web安全；3、扎实的编程能力，熟悉常用算法和数据结构，掌握常用的设计模式；4、有强烈的上进心和自我驱动，学习适应能力强，乐观自信，能挑战自我不断追求卓越,1、熟练掌握Java编程语言，熟悉Linux开发环境；2、熟悉Web服务开发，了解Web服务框架，了解Web安全；3、扎实的编程能力，熟悉常用算法和数据结构，掌握常用的设计模式；4、有强烈的上进心和自我驱动，学习适应能力强，乐观自信，能挑战自我不断追求卓越
JAVA开发工程师,150-200/天,本科,实习3个月,杭州,,[],[]
Java开发工程师,100-180/天,本科,实习3个月,上海,,,
Java开发实习生,100/天,本科,实习3个月,上海,,,
JAVA开发工程师,80-150/天,本科,实习3个月,广州,：1、负责平台及相关功能模块设计开发，参与技术预研及选型，能独立完成技术攻关，解决技术问题；2、协助项目开发组长，协助项目模块设计、代码编写、功能测试；3、负责功能模块优化和相关研发工作；4、完成公司交办的其他相关研发工作,：1、全日制本科及以上学历；2、熟悉Java服务器端开发，掌握springMVC、SpringBoot、SpringCloud等开源框架；3、掌握HTML、CSS、JavaScript等web页面设计与编程，能够进行页面调试；4、熟悉weblogic、Tomcat等应用服务器，熟练使用Java后台技术，掌握Linux系统上的安装部署；5、熟悉使用Redis缓存技术，掌握分布式系统开发技术，能够使用SpringBoot、SpringCloud、Redis、Kong、Nginx、微服务架构等技术进行分布式系统的开发框架搭建；6、具有良好的数据库编程习惯，并可以优化sql，至少熟悉oracle、mysql数据库中的一种,：1、全日制本科及以上学历；2、熟悉Java服务器端开发，掌握springMVC、SpringBoot、SpringCloud等开源框架；3、掌握HTML、CSS、JavaScript等web页面设计与编程，能够进行页面调试；4、熟悉weblogic、Tomcat等应用服务器，熟练使用Java后台技术，掌握Linux系统上的安装部署；5、熟悉使用Redis缓存技术，掌握分布式系统开发技术，能够使用SpringBoot、SpringCloud、Redis、Kong、Nginx、微服务架构等技术进行分布式系统的开发框架搭建；6、具有良好的数据库编程习惯，并可以优化sql，至少熟悉oracle、mysql数据库中的一种
JAVA开发实习生,150-200/天,本科,实习3个月,厦门,1、负责java后台功能开发； 2、负责前后端功能对接和测试工作； 3、按计划完成产品模块的代码编写，产品模块测试，保证代码质量； 4、熟练掌握软件开发文档的规范、编写、维护，以及文档代码版本控制管理。任职要求1.本科（统招）以上学历，计算机相关专业,1.本科（统招）以上学历，计算机相关专业,1.本科（统招）以上学历，计算机相关专业
Java开发实习生,200/天,硕士,实习6个月,上海,：1.按照计划完成分配的任务。2.根据设计完成后台java代码开发及单元测试编写。3.完成接口联调等工作,： 1.熟悉spring boot、spring cloud等优先,： 1.熟悉spring boot、spring cloud等优先
Java开发实习生,400-500/天,本科,实习3个月,全国,, 1、本科及以上学历，计算机相关专业，每周出勤至少3天、可实习3个月及以上，能够长期实习并有转正意向的优先考虑；2、聪明、学习能力强、有独立解决问题的能力；3、熟悉面向对象编程，掌握java/c++/python/php中的至少一门语言；4、有良好的沟通能力和业务理解能力, 1、本科及以上学历，计算机相关专业，每周出勤至少3天、可实习3个月及以上，能够长期实习并有转正意向的优先考虑；2、聪明、学习能力强、有独立解决问题的能力；3、熟悉面向对象编程，掌握java/c++/python/php中的至少一门语言；4、有良好的沟通能力和业务理解能力
开发实习生（JAVA）,150-200/天,本科,实习3个月,上海,,,
Java实习工程师,50-100/天,大专,实习6个月,武汉,】： 1、参与公司后台接口编码和维护工作(Java)； 2、参与公司客户端产品的编码和维护工作(C#)； 3、配合公司客服部门进行bug修复和技术支持工作；  【任职要求】： 1、计算机、通信、电子等相关专业，大专学历以上； 2、有基本的软件开发相关基础知识，能够熟练操作VS开发平台和MyEclipse，了解面向对象的开发方式&semi; 3、熟悉MySQL数据库和基本的SQL语法； 4、有参与过项目的和实习经验的优先&semi; 5、具有良好的沟通能力及团队协作精神，对工作认真细心，能够承受一定工作压力；  【你将获得】： 1、薪资2K，次月15号结算，遇到周末顺延到下周一，签订正式实习协议,】： 1、计算机、通信、电子等相关专业，大专学历以上； 2、有基本的软件开发相关基础知识，能够熟练操作VS开发平台和MyEclipse，了解面向对象的开发方式&semi; 3、熟悉MySQL数据库和基本的SQL语法； 4、有参与过项目的和实习经验的优先&semi; 5、具有良好的沟通能力及团队协作精神，对工作认真细心，能够承受一定工作压力；  【你将获得】： 1、薪资2K，次月15号结算，遇到周末顺延到下周一，签订正式实习协议,】： 1、计算机、通信、电子等相关专业，大专学历以上； 2、有基本的软件开发相关基础知识，能够熟练操作VS开发平台和MyEclipse，了解面向对象的开发方式&semi; 3、熟悉MySQL数据库和基本的SQL语法； 4、有参与过项目的和实习经验的优先&semi; 5、具有良好的沟通能力及团队协作精神，对工作认真细心，能够承受一定工作压力；  【你将获得】： 1、薪资2K，次月15号结算，遇到周末顺延到下周一，签订正式实习协议
Java开发（实习）,80-150/天,本科,实习3个月,福州,,，完成编码任务、BUG修改、测试及维护,，完成编码任务、BUG修改、测试及维护
Java开发实习生,200-250/天,本科,实习3个月,上海,,[],[]
Java开发工程师,800-1000/天,硕士,实习3个月,上海,,，编写代码实现产品功能，完成项目开发，撰写相关文档，参与需求分析；2.协助解决项目开发过程中的技术难题；3.配合项目的整体计划和安排，参与相关技术培训和指导；岗位要求：1.本科及以上学历，计算机相关专业，有在校相关实践经验为佳，硕士可优先考虑；2.具备较强的学习能力和解决问题能力；3.有较强沟通能力和团队精神；4.211/985院校优先考虑,，编写代码实现产品功能，完成项目开发，撰写相关文档，参与需求分析；2.协助解决项目开发过程中的技术难题；3.配合项目的整体计划和安排，参与相关技术培训和指导；岗位要求：1.本科及以上学历，计算机相关专业，有在校相关实践经验为佳，硕士可优先考虑；2.具备较强的学习能力和解决问题能力；3.有较强沟通能力和团队精神；4.211/985院校优先考虑
Java开发实习生,100-150/天,本科,实习3个月,济南,： 1、负责软件系统功能模块的设计、开发、测试等过程； 2、及时解决开发过程中的关键问题和技术难题，保证项目进度及质量,"： 1、2022年应届本科/硕士毕业生，计算机、软件工程等相关专业，每周实习5个工作日，连续实习3个月及以上； 2、熟悉掌握JAVA语言, 了解至少一种常用数据库（ORACLE/MYSQL/SQL SERVER等）； 3、能钻研，喜欢写代码，有“攻城狮”精神，良好的沟通、学习和理解能力","： 1、2022年应届本科/硕士毕业生，计算机、软件工程等相关专业，每周实习5个工作日，连续实习3个月及以上； 2、熟悉掌握JAVA语言, 了解至少一种常用数据库（ORACLE/MYSQL/SQL SERVER等）； 3、能钻研，喜欢写代码，有“攻城狮”精神，良好的沟通、学习和理解能力"
Java开发实习生,100-150/天,本科,实习3个月,济南,： 1、负责软件系统功能模块的设计、开发、测试等过程； 2、及时解决开发过程中的关键问题和技术难题，保证项目进度及质量,"： 1、计算机、软件工程等相关专业，每周实习5个工作日，连续实习3个月及以上； 2、熟悉掌握JAVA语言, 了解至少一种常用数据库（ORACLE/MYSQL/SQL SERVER等）； 3、能钻研，喜欢写代码，有“攻城狮”精神，良好的沟通、学习和理解能力","： 1、计算机、软件工程等相关专业，每周实习5个工作日，连续实习3个月及以上； 2、熟悉掌握JAVA语言, 了解至少一种常用数据库（ORACLE/MYSQL/SQL SERVER等）； 3、能钻研，喜欢写代码，有“攻城狮”精神，良好的沟通、学习和理解能力"
Java开发实习生,200-250/天,本科,实习4个月,上海,"： 1、参与公司目前产品,负责完成模块设计、后端接口设计和功能编码工作； 2、完成领导交代的其他工作",： 1、大三或研二在读学生，软件工程、计算机技术相关专业； 2、熟悉MySQL数据库设计及优化经验； 3、有学习热情、良好的职业规划； 4、能保证至少每周3-4天，不低于4个月的实习时间,： 1、大三或研二在读学生，软件工程、计算机技术相关专业； 2、熟悉MySQL数据库设计及优化经验； 3、有学习热情、良好的职业规划； 4、能保证至少每周3-4天，不低于4个月的实习时间
Java开发工程师,120-150/天,大专,实习8个月,烟台,"：1.完成软件系统代码的实现，编写代码注释和开发文档， 辅助进行系统的功能定义,程序设计；2.根据设计文档或需求说明完成代码编写，调试，测试和维护；3.分析并解决软件开发过程中的问题，协助测试工程师制 定测试计划，定位发现的问题；4.配合项目经理完成相关任务目标。任职要求：1、2023届 统招公办二本及以上学历，计科/网络/软件等计算机相关专业，优秀者放宽至大专2、学习能力强，有较强的沟通能力，有较强的理解，逻辑分析能力，能够理解以及处理复杂逻辑；3、有较强的团队合作精神，有责任心，细致耐心4、9：00-18：00，12：00-13：00 午休一小时。转正享受带薪年假、 婚假、产假、年度体检、员工关怀、节日礼品等，待遇面试定薪",：1、2023届 统招公办二本及以上学历，计科/网络/软件等计算机相关专业，优秀者放宽至大专2、学习能力强，有较强的沟通能力，有较强的理解，逻辑分析能力，能够理解以及处理复杂逻辑；3、有较强的团队合作精神，有责任心，细致耐心4、9：00-18：00，12：00-13：00 午休一小时,：1、2023届 统招公办二本及以上学历，计科/网络/软件等计算机相关专业，优秀者放宽至大专2、学习能力强，有较强的沟通能力，有较强的理解，逻辑分析能力，能够理解以及处理复杂逻辑；3、有较强的团队合作精神，有责任心，细致耐心4、9：00-18：00，12：00-13：00 午休一小时
JAVA开发工程师,0-50/天,不限,实习3个月,北京,： 1．完成软件的设计、开发、测试、修改bug等工作； 2．配合项目负责人完成业务需求的沟通； 3．配合相关项目完成相关的测试、维护工作； 4．撰写相关的技术文档&semi; 支持售前技术服务&semi; 支持项目对产品的应用服务等,： 1．计算机相关专业； 2． 熟悉J2EE，了解各种常用开源框架和技术，如spring mvc、spring boot、mybatis等，理解常用开源框架的设计思想和实现原理，熟悉分布式、多线程、缓存、消息等高性能架构相关开发技术 ；3．熟悉HTML5、CSS3、Javascript，熟悉ES6优先； 4．熟练掌握MySQL数据库、相关技术及工具；熟悉MongoDB等NoSql数据库 ；5．对Eclipse、IDEA、git、SVN、Maven、Zookeeper等工具至少熟练使用一种； 6．思路清晰，具备良好的沟通能力和理解能力 ；7．良好的职业道德，工作认真、踏实，责任心强 ,： 1．计算机相关专业； 2． 熟悉J2EE，了解各种常用开源框架和技术，如spring mvc、spring boot、mybatis等，理解常用开源框架的设计思想和实现原理，熟悉分布式、多线程、缓存、消息等高性能架构相关开发技术 ；3．熟悉HTML5、CSS3、Javascript，熟悉ES6优先； 4．熟练掌握MySQL数据库、相关技术及工具；熟悉MongoDB等NoSql数据库 ；5．对Eclipse、IDEA、git、SVN、Maven、Zookeeper等工具至少熟练使用一种； 6．思路清晰，具备良好的沟通能力和理解能力 ；7．良好的职业道德，工作认真、踏实，责任心强 
